CMDLINE C:\Users\jeffs\AppData\Local\Programs\Python\Python311\python.exe main.py
MEM 1.683594 1688933169.5932
MEM 13.851562 1688933169.6939
MEM 21.558594 1688933169.7949
MEM 26.167969 1688933169.8959
MEM 31.082031 1688933169.9969
MEM 35.207031 1688933170.0974
MEM 38.878906 1688933170.1984
MEM 42.945312 1688933170.2994
MEM 45.406250 1688933170.3998
MEM 50.632812 1688933170.5004
MEM 58.136719 1688933170.6007
MEM 64.035156 1688933170.7017
MEM 69.941406 1688933170.8027
MEM 76.085938 1688933170.9038
MEM 79.882812 1688933171.0046
MEM 83.546875 1688933171.1057
MEM 83.558594 1688933171.2064
MEM 83.785156 1688933171.3074
MEM 83.992188 1688933171.4094
MEM 84.527344 1688933171.5099
MEM 84.527344 1688933171.6105
MEM 84.531250 1688933171.7115
MEM 84.531250 1688933171.8125
MEM 84.531250 1688933171.9135
MEM 84.531250 1688933172.0145
MEM 84.531250 1688933172.1155
MEM 85.328125 1688933172.2165
MEM 85.335938 1688933172.3175
MEM 85.335938 1688933172.4184
MEM 85.335938 1688933172.5194
MEM 85.335938 1688933172.6199
MEM 85.335938 1688933172.7204
MEM 85.339844 1688933172.8214
MEM 85.339844 1688933172.9224
MEM 85.339844 1688933173.0234
MEM 85.339844 1688933173.1244
MEM 85.339844 1688933173.2254
MEM 85.339844 1688933173.3264
MEM 85.402344 1688933173.4284
MEM 85.554688 1688933173.5298
MEM 85.554688 1688933173.6308
MEM 85.554688 1688933173.7318
MEM 85.554688 1688933173.8338
MEM 85.554688 1688933173.9348
MEM 85.554688 1688933174.0358
MEM 85.554688 1688933174.1368
MEM 85.554688 1688933174.2375
MEM 85.554688 1688933174.3381
MEM 85.554688 1688933174.4391
MEM 85.554688 1688933174.5403
MEM 85.554688 1688933174.6413
MEM 85.554688 1688933174.7433
MEM 85.621094 1688933174.8443
MEM 85.621094 1688933174.9453
MEM 85.621094 1688933175.0463
MEM 85.621094 1688933175.1473
MEM 85.621094 1688933175.2478
MEM 85.621094 1688933175.3488
MEM 85.621094 1688933175.4495
MEM 85.621094 1688933175.5505
MEM 85.621094 1688933175.6515
MEM 85.621094 1688933175.7525
MEM 85.621094 1688933175.8535
MEM 85.621094 1688933175.9545
MEM 85.621094 1688933176.0555
MEM 85.621094 1688933176.1565
MEM 85.621094 1688933176.2575
MEM 85.621094 1688933176.3585
MEM 85.621094 1688933176.4600
MEM 85.621094 1688933176.5604
MEM 85.621094 1688933176.6609
MEM 85.621094 1688933176.7619
MEM 85.621094 1688933176.8624
MEM 85.621094 1688933176.9634
MEM 85.621094 1688933177.0644
MEM 85.621094 1688933177.1654
MEM 85.621094 1688933177.2664
MEM 85.621094 1688933177.3674
MEM 85.621094 1688933177.4684
MEM 85.621094 1688933177.5694
MEM 85.621094 1688933177.6699
MEM 85.621094 1688933177.7704
MEM 85.621094 1688933177.8713
MEM 85.621094 1688933177.9723
MEM 85.621094 1688933178.0734
MEM 85.621094 1688933178.1744
MEM 85.621094 1688933178.2754
MEM 85.621094 1688933178.3764
MEM 85.621094 1688933178.4775
MEM 85.621094 1688933178.5781
MEM 85.621094 1688933178.6792
MEM 85.621094 1688933178.7795
MEM 85.621094 1688933178.8796
MEM 85.621094 1688933178.9800
MEM 85.621094 1688933179.0804
MEM 85.621094 1688933179.1807
MEM 85.621094 1688933179.2811
MEM 85.621094 1688933179.3817
MEM 85.621094 1688933179.4822
MEM 85.621094 1688933179.5842
MEM 85.621094 1688933179.6852
MEM 85.621094 1688933179.7862
MEM 85.621094 1688933179.8872
MEM 85.621094 1688933179.9882
MEM 85.621094 1688933180.0892
MEM 85.621094 1688933180.1902
MEM 85.621094 1688933180.2908
MEM 85.621094 1688933180.3918
MEM 85.621094 1688933180.4933
MEM 85.621094 1688933180.5946
MEM 85.621094 1688933180.6956
MEM 85.621094 1688933180.7966
MEM 85.621094 1688933180.8976
MEM 85.621094 1688933180.9979
MEM 85.621094 1688933181.0980
MEM 85.628906 1688933181.1989
MEM 85.628906 1688933181.2999
MEM 85.628906 1688933181.4009
MEM 85.628906 1688933181.5018
MEM 85.628906 1688933181.6028
MEM 85.628906 1688933181.7039
MEM 85.628906 1688933181.8048
MEM 85.628906 1688933181.9059
MEM 85.628906 1688933182.0068
MEM 85.628906 1688933182.1074
MEM 85.628906 1688933182.2084
MEM 85.628906 1688933182.3094
MEM 85.628906 1688933182.4099
MEM 85.628906 1688933182.5109
MEM 85.628906 1688933182.6129
MEM 85.628906 1688933182.7149
MEM 85.628906 1688933182.8159
MEM 85.628906 1688933182.9169
MEM 85.734375 1688933183.0174
MEM 85.734375 1688933183.1184
MEM 85.734375 1688933183.2194
MEM 85.734375 1688933183.3199
MEM 85.734375 1688933183.4205
MEM 85.734375 1688933183.5214
MEM 85.734375 1688933183.6224
MEM 85.734375 1688933183.7234
MEM 85.734375 1688933183.8244
MEM 85.734375 1688933183.9255
MEM 85.734375 1688933184.0266
MEM 85.734375 1688933184.1276
MEM 85.734375 1688933184.2286
MEM 85.734375 1688933184.3296
MEM 85.734375 1688933184.4306
MEM 85.738281 1688933184.5326
MEM 85.738281 1688933184.6336
MEM 85.738281 1688933184.7346
MEM 85.738281 1688933184.8356
MEM 85.738281 1688933184.9366
MEM 85.738281 1688933185.0376
MEM 85.738281 1688933185.1387
MEM 85.738281 1688933185.2398
MEM 85.738281 1688933185.3403
MEM 85.738281 1688933185.4413
MEM 85.738281 1688933185.5423
MEM 85.738281 1688933185.6444
MEM 85.738281 1688933185.7463
MEM 85.738281 1688933185.8473
MEM 85.738281 1688933185.9483
MEM 85.738281 1688933186.0493
MEM 85.738281 1688933186.1498
MEM 85.738281 1688933186.2504
MEM 85.738281 1688933186.3524
MEM 85.738281 1688933186.4534
MEM 85.738281 1688933186.5544
MEM 85.738281 1688933186.6555
MEM 85.738281 1688933186.7565
MEM 85.738281 1688933186.8569
MEM 85.738281 1688933186.9575
MEM 85.738281 1688933187.0584
MEM 85.738281 1688933187.1595
MEM 85.738281 1688933187.2600
MEM 85.738281 1688933187.3605
MEM 85.738281 1688933187.4625
MEM 85.738281 1688933187.5635
MEM 85.738281 1688933187.6645
MEM 85.738281 1688933187.7655
MEM 85.738281 1688933187.8667
MEM 85.738281 1688933187.9670
MEM 85.738281 1688933188.0686
MEM 85.738281 1688933188.1696
MEM 85.738281 1688933188.2700
MEM 85.738281 1688933188.3708
MEM 85.738281 1688933188.4714
MEM 85.738281 1688933188.5720
MEM 85.738281 1688933188.6731
MEM 85.738281 1688933188.7744
MEM 85.738281 1688933188.8749
MEM 85.738281 1688933188.9759
MEM 85.738281 1688933189.0769
MEM 85.738281 1688933189.1774
MEM 85.738281 1688933189.2784
MEM 85.738281 1688933189.3794
MEM 85.738281 1688933189.4799
MEM 85.738281 1688933189.5805
MEM 85.738281 1688933189.6814
MEM 85.738281 1688933189.7824
MEM 85.738281 1688933189.8834
MEM 85.738281 1688933189.9844
MEM 85.738281 1688933190.0854
MEM 85.738281 1688933190.1864
MEM 85.738281 1688933190.2874
MEM 85.738281 1688933190.3884
MEM 85.738281 1688933190.4894
MEM 85.738281 1688933190.5900
