CMDLINE C:\Users\jeffs\AppData\Local\Programs\Python\Python311\python.exe main.py
MEM 103.949219 1688714376.0088
MEM 103.949219 1688714376.1091
MEM 104.136719 1688714376.2102
MEM 104.261719 1688714376.3112
MEM 104.449219 1688714376.4122
MEM 104.574219 1688714376.5132
MEM 104.675781 1688714376.6142
MEM 105.074219 1688714376.7152
MEM 106.136719 1688714376.8162
MEM 106.886719 1688714376.9173
MEM 107.636719 1688714377.0177
MEM 108.687500 1688714377.1187
MEM 108.937500 1688714377.2197
MEM 109.066406 1688714377.3207
MEM 109.445312 1688714377.4209
MEM 111.402344 1688714377.5219
MEM 111.402344 1688714377.6229
MEM 111.402344 1688714377.7240
MEM 111.402344 1688714377.8250
MEM 111.402344 1688714377.9259
MEM 111.414062 1688714378.0270
MEM 111.414062 1688714378.1279
MEM 111.414062 1688714378.2290
MEM 111.414062 1688714378.3299
MEM 111.414062 1688714378.4310
MEM 95.718750 1688714378.5319
MEM 95.722656 1688714378.6329
MEM 95.726562 1688714378.7339
MEM 95.726562 1688714378.8350
MEM 95.726562 1688714378.9360
MEM 95.726562 1688714379.0369
MEM 95.726562 1688714379.1379
MEM 95.726562 1688714379.2390
MEM 95.726562 1688714379.3400
MEM 95.726562 1688714379.4405
MEM 95.726562 1688714379.5415
MEM 95.726562 1688714379.6418
MEM 95.726562 1688714379.7420
MEM 95.726562 1688714379.8431
MEM 95.726562 1688714379.9441
MEM 95.726562 1688714380.0452
MEM 95.726562 1688714380.1455
MEM 95.726562 1688714380.2465
MEM 95.726562 1688714380.3475
MEM 95.726562 1688714380.4485
MEM 95.726562 1688714380.5493
MEM 95.726562 1688714380.6503
MEM 95.726562 1688714380.7513
MEM 95.726562 1688714380.8515
MEM 95.726562 1688714380.9525
MEM 95.726562 1688714381.0535
MEM 95.726562 1688714381.1545
MEM 95.726562 1688714381.2555
MEM 95.726562 1688714381.3565
MEM 95.726562 1688714381.4574
MEM 95.726562 1688714381.5582
MEM 95.726562 1688714381.6590
MEM 95.726562 1688714381.7593
MEM 95.726562 1688714381.8603
MEM 95.726562 1688714381.9615
MEM 95.726562 1688714382.0623
MEM 95.753906 1688714382.1633
MEM 95.753906 1688714382.2643
MEM 95.753906 1688714382.3649
MEM 95.753906 1688714382.4656
MEM 95.753906 1688714382.5666
MEM 95.753906 1688714382.6676
MEM 95.753906 1688714382.7686
MEM 95.753906 1688714382.8696
MEM 95.753906 1688714382.9706
MEM 95.753906 1688714383.0717
MEM 95.753906 1688714383.1725
MEM 95.753906 1688714383.2735
MEM 95.753906 1688714383.3745
MEM 95.753906 1688714383.4754
MEM 95.753906 1688714383.5764
MEM 95.753906 1688714383.6774
MEM 95.753906 1688714383.7784
MEM 95.753906 1688714383.8794
MEM 95.753906 1688714383.9797
MEM 95.753906 1688714384.0808
MEM 95.753906 1688714384.1817
MEM 95.753906 1688714384.2828
MEM 95.753906 1688714384.3837
MEM 95.753906 1688714384.4843
MEM 95.753906 1688714384.5854
MEM 95.753906 1688714384.6862
MEM 95.753906 1688714384.7876
MEM 95.753906 1688714384.8883
MEM 95.753906 1688714384.9884
MEM 95.753906 1688714385.0894
MEM 95.753906 1688714385.1904
MEM 95.753906 1688714385.2910
MEM 95.753906 1688714385.3916
MEM 95.753906 1688714385.4926
MEM 95.753906 1688714385.5935
MEM 95.753906 1688714385.6946
MEM 95.753906 1688714385.7956
MEM 95.753906 1688714385.8966
MEM 95.753906 1688714385.9976
MEM 95.753906 1688714386.0980
MEM 95.753906 1688714386.1988
MEM 95.753906 1688714386.2996
MEM 95.753906 1688714386.4003
MEM 95.753906 1688714386.5005
MEM 95.753906 1688714386.6016
MEM 95.753906 1688714386.7026
MEM 95.753906 1688714386.8036
MEM 95.753906 1688714386.9046
MEM 95.753906 1688714387.0056
MEM 95.753906 1688714387.1061
MEM 95.753906 1688714387.2072
MEM 95.753906 1688714387.3081
MEM 95.753906 1688714387.4091
MEM 95.753906 1688714387.5101
MEM 95.753906 1688714387.6103
MEM 95.753906 1688714387.7113
MEM 95.753906 1688714387.8118
MEM 95.753906 1688714387.9128
MEM 95.753906 1688714388.0138
MEM 95.753906 1688714388.1148
MEM 95.753906 1688714388.2158
MEM 95.753906 1688714388.3163
MEM 95.753906 1688714388.4174
MEM 95.753906 1688714388.5183
MEM 95.753906 1688714388.6189
MEM 95.753906 1688714388.7199
MEM 95.753906 1688714388.8210
MEM 95.753906 1688714388.9220
MEM 95.753906 1688714389.0229
MEM 95.753906 1688714389.1239
MEM 95.753906 1688714389.2251
MEM 95.753906 1688714389.3261
MEM 95.753906 1688714389.4271
MEM 95.753906 1688714389.5281
MEM 95.753906 1688714389.6291
MEM 95.753906 1688714389.7301
MEM 95.753906 1688714389.8311
MEM 95.753906 1688714389.9321
MEM 95.753906 1688714390.0327
MEM 95.753906 1688714390.1337
MEM 95.753906 1688714390.2347
MEM 95.753906 1688714390.3349
MEM 95.753906 1688714390.4358
MEM 95.753906 1688714390.5363
MEM 95.753906 1688714390.6373
MEM 95.753906 1688714390.7381
MEM 95.753906 1688714390.8390
MEM 95.753906 1688714390.9392
MEM 95.753906 1688714391.0402
MEM 95.753906 1688714391.1410
MEM 95.753906 1688714391.2412
MEM 95.753906 1688714391.3422
MEM 95.753906 1688714391.4432
MEM 95.753906 1688714391.5442
MEM 95.753906 1688714391.6452
MEM 95.753906 1688714391.7462
MEM 95.753906 1688714391.8472
MEM 95.753906 1688714391.9482
MEM 95.753906 1688714392.0492
MEM 95.753906 1688714392.1502
MEM 95.753906 1688714392.2512
MEM 95.753906 1688714392.3522
MEM 95.753906 1688714392.4532
MEM 95.753906 1688714392.5542
MEM 95.753906 1688714392.6552
MEM 95.753906 1688714392.7560
MEM 95.753906 1688714392.8566
MEM 95.753906 1688714392.9576
MEM 95.753906 1688714393.0586
MEM 95.753906 1688714393.1596
MEM 95.765625 1688714393.2599
MEM 95.765625 1688714393.3609
MEM 95.765625 1688714393.4619
MEM 95.765625 1688714393.5629
MEM 95.765625 1688714393.6639
MEM 95.765625 1688714393.7648
MEM 95.765625 1688714393.8658
MEM 95.765625 1688714393.9664
MEM 95.765625 1688714394.0674
MEM 95.765625 1688714394.1683
MEM 95.765625 1688714394.2693
MEM 95.765625 1688714394.3697
MEM 95.765625 1688714394.4707
MEM 95.765625 1688714394.5717
MEM 95.765625 1688714394.6727
MEM 95.765625 1688714394.7737
MEM 95.765625 1688714394.8747
MEM 95.765625 1688714394.9749
MEM 95.765625 1688714395.0754
MEM 95.765625 1688714395.1761
MEM 95.765625 1688714395.2766
MEM 95.765625 1688714395.3776
MEM 95.765625 1688714395.4786
MEM 95.765625 1688714395.5794
MEM 95.765625 1688714395.6804
MEM 95.765625 1688714395.7806
MEM 95.765625 1688714395.8818
MEM 95.765625 1688714395.9828
MEM 95.765625 1688714396.0837
MEM 95.765625 1688714396.1848
MEM 95.765625 1688714396.2858
MEM 95.765625 1688714396.3868
MEM 95.765625 1688714396.4877
MEM 95.765625 1688714396.5888
MEM 95.765625 1688714396.6898
MEM 95.765625 1688714396.7908
MEM 95.765625 1688714396.8912
MEM 95.765625 1688714396.9922
MEM 95.765625 1688714397.0927
MEM 95.765625 1688714397.1935
MEM 95.765625 1688714397.2946
MEM 95.765625 1688714397.3956
MEM 95.765625 1688714397.4965
MEM 95.765625 1688714397.5967
MEM 95.765625 1688714397.6977
MEM 95.765625 1688714397.7987
MEM 95.765625 1688714397.8997
MEM 95.765625 1688714398.0000
MEM 95.765625 1688714398.1010
MEM 95.765625 1688714398.2020
MEM 95.765625 1688714398.3029
MEM 95.765625 1688714398.4034
MEM 95.765625 1688714398.5041
MEM 95.765625 1688714398.6051
MEM 95.765625 1688714398.7061
MEM 95.765625 1688714398.8071
MEM 95.765625 1688714398.9081
MEM 95.765625 1688714399.0091
MEM 95.765625 1688714399.1101
MEM 95.765625 1688714399.2111
MEM 95.765625 1688714399.3121
MEM 95.765625 1688714399.4131
MEM 95.765625 1688714399.5140
MEM 95.765625 1688714399.6150
MEM 95.765625 1688714399.7157
MEM 95.765625 1688714399.8165
MEM 95.765625 1688714399.9175
MEM 95.765625 1688714400.0179
MEM 95.765625 1688714400.1182
MEM 95.765625 1688714400.2192
MEM 95.765625 1688714400.3200
MEM 95.765625 1688714400.4209
MEM 95.765625 1688714400.5220
MEM 95.765625 1688714400.6230
MEM 95.765625 1688714400.7235
MEM 95.765625 1688714400.8247
MEM 95.765625 1688714400.9251
MEM 95.765625 1688714401.0255
MEM 95.765625 1688714401.1265
MEM 95.765625 1688714401.2275
MEM 95.765625 1688714401.3282
MEM 95.765625 1688714401.4292
MEM 95.765625 1688714401.5302
MEM 95.765625 1688714401.6312
MEM 95.765625 1688714401.7316
MEM 95.765625 1688714401.8331
MEM 95.765625 1688714401.9341
MEM 95.765625 1688714402.0351
MEM 95.765625 1688714402.1361
MEM 95.765625 1688714402.2370
MEM 95.765625 1688714402.3375
MEM 95.765625 1688714402.4384
MEM 95.765625 1688714402.5394
MEM 95.765625 1688714402.6404
MEM 95.765625 1688714402.7415
MEM 95.765625 1688714402.8418
MEM 95.765625 1688714402.9424
MEM 95.765625 1688714403.0434
MEM 95.765625 1688714403.1438
MEM 95.765625 1688714403.2448
MEM 95.765625 1688714403.3458
MEM 95.765625 1688714403.4469
MEM 95.765625 1688714403.5475
MEM 95.765625 1688714403.6485
MEM 95.765625 1688714403.7495
MEM 95.765625 1688714403.8505
MEM 95.765625 1688714403.9514
MEM 95.765625 1688714404.0524
MEM 95.765625 1688714404.1534
MEM 95.765625 1688714404.2544
MEM 95.765625 1688714404.3547
MEM 95.765625 1688714404.4558
MEM 95.765625 1688714404.5560
MEM 95.765625 1688714404.6570
MEM 95.765625 1688714404.7572
MEM 95.765625 1688714404.8582
MEM 95.765625 1688714404.9592
MEM 95.765625 1688714405.0602
MEM 95.765625 1688714405.1612
MEM 95.765625 1688714405.2622
MEM 95.765625 1688714405.3632
MEM 95.765625 1688714405.4640
MEM 95.765625 1688714405.5646
MEM 95.765625 1688714405.6656
MEM 95.765625 1688714405.7666
MEM 95.765625 1688714405.8676
MEM 95.765625 1688714405.9686
MEM 95.765625 1688714406.0696
MEM 95.765625 1688714406.1706
MEM 95.765625 1688714406.2716
MEM 95.765625 1688714406.3726
MEM 95.765625 1688714406.4736
MEM 95.765625 1688714406.5746
MEM 95.765625 1688714406.6756
MEM 95.765625 1688714406.7766
MEM 95.765625 1688714406.8776
MEM 95.765625 1688714406.9786
MEM 95.765625 1688714407.0796
MEM 95.765625 1688714407.1806
MEM 95.785156 1688714407.2816
MEM 95.785156 1688714407.3826
MEM 95.785156 1688714407.4836
MEM 95.785156 1688714407.5846
MEM 95.785156 1688714407.6856
MEM 88.496094 1688714407.7866
