CMDLINE C:\Users\jeffs\AppData\Local\Programs\Python\Python311\python.exe main.py
MEM 1.605469 1688933536.4230
MEM 12.824219 1688933536.5240
MEM 19.167969 1688933536.6249
MEM 25.292969 1688933536.7260
MEM 27.816406 1688933536.8270
MEM 32.160156 1688933536.9279
MEM 35.363281 1688933537.0289
MEM 38.914062 1688933537.1299
MEM 43.597656 1688933537.2309
MEM 45.828125 1688933537.3319
MEM 52.371094 1688933537.4329
MEM 59.242188 1688933537.5339
MEM 60.390625 1688933537.6350
MEM 64.695312 1688933537.7359
MEM 71.285156 1688933537.8369
MEM 75.464844 1688933537.9379
MEM 78.734375 1688933538.0385
MEM 83.750000 1688933538.1460
MEM 84.019531 1688933538.2470
MEM 84.238281 1688933538.3480
MEM 84.890625 1688933538.4486
MEM 85.375000 1688933538.5490
MEM 86.656250 1688933538.6500
MEM 88.835938 1688933538.7510
MEM 90.972656 1688933538.8520
MEM 94.042969 1688933538.9532
MEM 96.402344 1688933539.0542
MEM 98.527344 1688933539.1552
MEM 100.214844 1688933539.2562
MEM 101.300781 1688933539.3572
MEM 103.343750 1688933539.4582
MEM 111.414062 1688933539.5592
MEM 104.984375 1688933539.6597
MEM 109.296875 1688933539.7607
MEM 109.796875 1688933539.8617
MEM 110.234375 1688933539.9619
MEM 110.667969 1688933540.0629
MEM 111.171875 1688933540.1639
MEM 111.609375 1688933540.2649
MEM 112.046875 1688933540.3659
MEM 112.484375 1688933540.4664
MEM 112.921875 1688933540.5674
MEM 113.394531 1688933540.6680
MEM 113.734375 1688933540.7690
MEM 114.109375 1688933540.8700
MEM 114.609375 1688933540.9710
MEM 115.050781 1688933541.0723
MEM 115.429688 1688933541.1733
MEM 115.925781 1688933541.2744
MEM 116.371094 1688933541.3754
MEM 116.863281 1688933541.4765
MEM 117.300781 1688933541.5775
MEM 117.734375 1688933541.6785
MEM 118.238281 1688933541.7791
MEM 118.675781 1688933541.8797
MEM 118.863281 1688933541.9805
MEM 119.238281 1688933542.0816
MEM 119.675781 1688933542.1825
MEM 120.050781 1688933542.2835
MEM 120.398438 1688933542.3840
MEM 120.800781 1688933542.4850
MEM 121.175781 1688933542.5861
MEM 121.550781 1688933542.6871
MEM 121.925781 1688933542.7876
MEM 123.179688 1688933542.8890
MEM 122.796875 1688933542.9909
MEM 123.234375 1688933543.0919
MEM 123.375000 1688933543.1939
MEM 123.378906 1688933543.2950
MEM 123.382812 1688933543.3960
MEM 123.382812 1688933543.4962
MEM 123.382812 1688933543.5971
MEM 123.382812 1688933543.6982
MEM 123.382812 1688933543.7985
MEM 123.382812 1688933543.8995
MEM 123.382812 1688933544.0006
MEM 123.382812 1688933544.1019
MEM 123.382812 1688933544.2022
MEM 123.382812 1688933544.3032
MEM 123.382812 1688933544.4042
MEM 123.382812 1688933544.5052
MEM 123.382812 1688933544.6062
MEM 123.382812 1688933544.7071
MEM 123.382812 1688933544.8081
MEM 123.382812 1688933544.9086
