Memory,Sort_merge,Simple_Hash,Grace_Hash,Hybride_Hash,IndexR cartesian
5,0.8829870223999023,0.6439945697784424,0.48499441146850586,0.43515443801879883,13.230671644210815
6,0.6539924144744873,0.4989912509918213,0.4749925136566162,0.4380021095275879,12.85584568977356
7,0.6259946823120117,0.50199294090271,0.4649941921234131,0.3759942054748535,12.391080856323242
8,0.6129889488220215,0.3509960174560547,0.46599507331848145,0.31299638748168945,12.100860357284546
9,0.6289944648742676,0.35799694061279297,0.4589958190917969,0.292996883392334,11.832861185073853
10,0.6079912185668945,0.35199618339538574,0.48499345779418945,0.25899624824523926,11.610868215560913
11,0.46399426460266113,0.35599279403686523,0.48499345779418945,0.24199652671813965,11.32786750793457
15,0.4579942226409912,0.15599846839904785,0.47899937629699707,0.15399599075317383,10.395878314971924
19,0.4859750270843506,0.15899944305419922,0.466994047164917,0.15499615669250488,10.147881507873535
23,0.2279980182647705,0.15399599075317383,0.45299339294433594,0.1589972972869873,10.177883625030518
27,0.22999310493469238,0.15499496459960938,0.45299601554870605,0.15400028228759766,10.112590551376343
