X,Y
317,21
291,25
298,33
300,36
301,53
319,60
294,66
311,69
304,77
305,104
314,117
320,123
295,139
296,144
303,153
299,155
309,156
313,161
302,164
310,168
318,173
289,178
293,205
321,206
306,249
290,250
315,268
308,269
316,275
297,284
307,298
292,301
